event_id,headline,url,source,published,v1_place_name,v1_lat,v1_lon,valid_wildlife_article,event_type,event_subtype,species_common,species_scientific,species_iucn,animal_count,correct_place_name,correct_lat,correct_lon,location_precision,location_correct,location_error_type,human_casualties,human_injuries,animal_casualties,severity,cluster_id,notes_for_nikunj
GS149,Forest dept in spot over missing tusks from elephant skeleton in Bhadra Tiger Reserve,https://news.google.com/rss/articles/CBMi1AFBVV95cUxPbFVfSVR0SVdRWFpOeVRqVzRLSE55clIwU1pHQldGSjB6Q3EzZjEyRE9HMThhT1B4Wk1NalVaTllkZzhUWU5tc2V6WjA3d3l6MXNKSU1KQTBtY2taZ3p6WnN5N1ZTZEJCTU1GTVR6SUtSbWh4MEw2Y0tfTXRhMTZvWUplLUpLc3JtcjlZcHhEMVZqM0lXQTBjamJLcWpuOTRYMkRHV3U1R2ZnQi1yMTdqdTR1TTRVcGxlekV5UEl3aUhGRXRhblc0TWlzWFY5NUpCa1A3Wg?oc=5,Deccan Herald,2024-12-30,Bhadra Tiger Reserve,13.6667,75.6333,YES,poaching,ivory_theft,Asian Elephant,Elephas maximus,EN,,Bhadra Tiger Reserve,13.6667,75.6333,protected_area,YES,,0,0,1,critical,,Tusks missing from elephant skeleton in Bhadra TR. Forest dept under scrutiny. v1 location correct.
GS150,"Resorts in Tamil Nadu to highways in Assam, hurdles in the elephant’s way in India",https://news.google.com/rss/articles/CBMi3AFBVV95cUxONzNZdDdYUG9NZTVLUTRRMFBkUm1ZM0NTWjN3NGY1Z0RHdERtelYwZXQ0ZExjRkMxTGJSVUhRR19QaHFkZ0toN0p0X1NrMTdRSWpBTXlKdTRKa0VJQU42Z1c5NEpvb2ktTEdTbDB5SlBabzBPVVFidFd4cVlvdG1ZekthbXpxYldDZGsta3NVX3lKQ3BQTjRkUE51MC0xS0I2UjYzejBreE96S2FOdXVOU0EzcU43bEc4YjIwYTJ0UUw0dC1nc0xwWUNzaWxPdW9wWnR6SGEtN2IxcTht0gHiAUFVX3lxTFBLbUNUTGxVUExhY0gzdVFxSi15MU05ZWM3MU5ySEs3a0ZSUVlMRy1jOGZDQjRkbUh1eE9oeFZMMTJ4S3JwV2ZGdUJzUjlienZoX08tQVdmUkFiZjAyR1FNX3FPZzRLQzRrVnJDWHQ5bVZvbUE3a3dLcGI4VkIzYlFfVVZOLXo5V1ZIanZjOW9HUWpMc3J0eGRxa0pSSVBZVUV2Vm9pY2JsS1FabGVLakdpbmNEekdyb213X2tnR1pkdDF3RXJkaTB2UjMteWhKRWtnWjQzb3JUU1JiendiWkFFU3c?oc=5,Telegraph India,2024-12-11,Tamil Nadu,11.1271,78.6569,YES,habitat_threat,corridor_obstruction,Asian Elephant,Elephas maximus,EN,,Tamil Nadu,11.1271,78.6569,state,YES,,0,0,0,high,,Multi-state piece on elephant corridor obstructions. State level appropriate given multi-state scope.
GS151,A new wildlife era to dawn in Dibrugarh Zoological Park - The Assam Tribune,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQakFBZU5pX0xIMV92Z0RLdjZDekxTeEVVQnliX3NpbmpiTmNuUEVMVGVTYlJpbmRFQlhyVzNILVZKWnZ6ajVmMU1JRWZMMGtod05sdzg0SzlvU0puOEUyX3Nic2FyYXpTNmhIdmgwcDFpZUViWlpjeS1RRDFORzllWkRpZ3ZLX3VpSEZ6WnFPTDBZU2plZjhZUmZQSVpiaWxVNXlySGNQRC3SAa4BQVVfeXFMUHkxN3NITEI0WUl3MWFFSHVXNnhwRnkzTFp2cW83NktuOFRPMFAwdHZMcGNkbjlrSVI3bFNmOExpNFNQVkVVLXFtSzROa19Ic3diR2dTRlAxV0pSZGNwd3N5cGluQTZ3OFdac2hOWnZUSDg0ejVYRkVmaEhwT2RwSFo4WTUyek00RXNGeXN1c1dER19iNDBKN0VUTmFLUW1qUmpuaXZweExqbzV1RkVn?oc=5,Assam Tribune,2024-12-09,Dibrugarh,27.4728,94.912,YES,conservation_action,zoo_development,,,,,Dibrugarh,27.4728,94.912,city,YES,,0,0,0,low,,Dibrugarh Zoo expansion. Borderline - captive wildlife not wild. VALIDATE: Include zoo articles in dataset?
GS152,Mangroves to montane forests — exploring West Bengal’s unique and diverse ecology,https://news.google.com/rss/articles/CBMiggJBVV95cUxQSktGdmNLMW1yNE9VVGl6SjJMaHhKT0YzbkdRQTZYSXl4RTNiUGpQZHRYczk1QksxZ05rMjlYMDhTR0xTRkpDZFZGV180bXljaDFvTlp5X2VIZG42TWVGZF82MGN6OFNyZlNsZDVmek9jNmhlU1dJQzZlX3dLaEJwd0N6eFZLdUJBUlh6MUlwcXNjUUVzOF9GbnNqbEV1NlZlRHJkbEJvMFdSbTNFWkhMTXF3LUk2WExycHFkaG9SZndKcGE0RGszXzJydE9oQnlwa2VsdTBubEhtNDVlOTM4cjV6S1ROSUYxNm5xZkZ4RVlFLU83SDVnRnpRVldqdFNxV0HSAYcCQVVfeXFMTVFVNGx1b1MtLVRveWRXSW5tZUlNZ1FsejJZbGJkNlY1Y3ZwZGphM2x0MHQ0ZVNKSmhKVkRYSElscThZVklGSU85NjFnOWxQNHo5QUJ2NjA3TDl3RnZCeGw4Y2YyOThyVnhsSXNvSDZSdzVrdmktVlE3UDJKYk9wd3lFbUZEb28wR1B6VkdwdzJNdFpsNnNJWERLSlpaVGRyTjU3WmlNeV9mNTlqbTF1SlJNajZ2ZlRsa1pTbDhRcFplU0hEbFNsUzFwWE5QMm15cWFwWVJ5X2xvd1hxOGpPQmRQck9iYnI3NjkxWURqQmxNSjhkeXpCRWIzRm95c25XcTVWR09tZjg?oc=5,Telegraph India,2024-06-05,West Bengal,22.9868,87.855,YES,research,ecological_survey,,,,,West Bengal,22.9868,87.855,state,YES,,0,0,0,low,,Feature on West Bengal forest ecosystems. State level appropriate.
GS153,Female elephant mahout Parbati Barua from Assam conferred with Padma Shri - The Assam Tribune,https://news.google.com/rss/articles/CBMisgFBVV95cUxNT0ZWUW5hLUVjVllkMDZYVUVWQ3QyZVU3R19vYk1JNnpqTjRHVWNtZFN5LU4xREZYNngxSnR5OFFuS2NWVUMzc21rY0FDZmhvU1lYdWxuVmRNSUp2bndESUNHN1ZPb0JxYmJfQmYtT2hRZ3c4bEEwMWRyM3FLS0dOWjJvdFJ2cjYySFRHTWExdUNlbEs4UWt4N1pUU2hxaGVjeW1reUZJUkItYl9oNEZ4UjVR0gG3AUFVX3lxTE5jd1IyajNIMkRWT015MnpQalNwQ1hmbjdYcnprMHVwZE53b1hnYUhYYm1XX2xucG8xV2o5cURNSGtOcjNBeXRiN2MzWGVLb01LTzhXSEpvaXZPa1JDdnJYNDVSSHBwYnVXeHlTV1hhRW9OSkFTdFFNRHQxTGpqTzVGZnVTeFlIazB6Yy1ZaUxzQ2lRRUhlWWVwUnJ3VjdGelpzTThlenRJeldyQXpJYnZvX3lWNWRYTQ?oc=5,Assam Tribune,2024-05-09,Assam,26.2006,92.9376,YES,conservation_action,award_recognition,Asian Elephant,Elephas maximus,EN,,Assam,26.2006,92.9376,state,YES,,0,0,0,low,,Parbati Barua - famous elephant mahout from Assam - Padma Shri. Conservation recognition story.
GS154,"One person gets killed in man-animal conflict in Karnataka per week, reveals official data",https://news.google.com/rss/articles/CBMi2gFBVV95cUxONUdrVHY1TXZUQ1dod2E1b08wTWRHNmROSkNqMDdXRThRM3FyWmJzMjBudzQtLTgyRFY1NF9EYTZrNFRNSmoyLVk2Nm9YYjZyZ0kxZWFVNHF0RlRlYU5Nem1GY2ZBbzZsemJEczBQbzNwWGU1U1gybVhkcHZEWFQ3WWhNZ2haeDlSMGd2Smh5TzA4dzd4akh4N1gzc19Ub3hqYjdpOXdPWlRYZFZuenN4b24yWGlGMnNMWFZRR2xmbFNVWXBzRFo4Wmt5RUE2UjBzWG91NHRzNkx6Zw?oc=5,Deccan Herald,2024-03-31,Karnataka,15.3173,75.7139,YES,research,hwc_statistics,,,,,Karnataka,15.3173,75.7139,state,YES,,1,0,0,critical,DUPLICATE-GS113,"POTENTIAL DUPLICATE of GS113 - same headline, different Google News URL. Confirm if same article."
GS155,Guardian of the Wild: Meet Kaziranga's first woman director - The Assam Tribune,https://news.google.com/rss/articles/CBMinAFBVV95cUxOdk5Yb0o0d2gwUVJ3WnZCbzA1NW9ZRElsRTZabzE3MjRTQllQblJTN0NmY0QtQVJmQmFGT3F4dHFaMldSUW1pTmNhTE1qYV82Y1dUWm1SU2szVVFhUHZKd2h2T1piN01DRkhhWXViYjB3RkhDcExvLVFuaC11SWdvcWdaWEpwdXZQdG5UaFJzMTVJaXoxMGNxMlJfdDnSAaIBQVVfeXFMTjhxOE1HMUJiX2dWQWxvM2VzUnlqeVI0WFo2d3loazl1b3JjRWl0bVFia0lMRWhLYnJ2UmJpcGMwQzkxendKU2Fod0RBdVZMaVNSeldrLWdRdWZuZmJJc29OeE5yaEN4VWYxb2xtLW9xN3poOVhkeVFfanI3d2NQdm13YklzZFhQUFVpbmhGOElCQ3VDcDBVVVJxdWpmelJOeUdR?oc=5,Assam Tribune,2024-03-08,Assam,26.2006,92.9376,YES,conservation_action,human_interest,,,,,Kaziranga National Park,26.5775,93.1711,protected_area,NO,too_broad,0,0,0,low,,Profile of first woman director of Kaziranga NP. v1 pinned to Assam state centroid.
GS156,The Dubious Business of Trading Carbon and Its Stakes For India’s People and Forests,https://science.thewire.in/environment/the-dubious-business-of-trading-carbon-and-its-stakes-for-indias-people-and-forests/,The Wire,2024-02-14,Andhra Pradesh,15.9129,79.74,YES,policy,carbon_markets,,,,,India,22.5,82.0,state,NO,wrong_location,0,0,0,medium,,Investigative piece on carbon trading impact on Indian forests. v1 pinned to Andhra Pradesh (wrong - article is national in scope).
GS157,MM Hills safari new addition on Mysuru's wildlife tourism circuit,https://news.google.com/rss/articles/CBMiugFBVV95cUxOdmljUHYyWG4zZTdScTBEX2tGTHZiVjRLVTVjd0RxMm14ZFJhZlhRQ3VubGZFME9nRjBEQ09yNXRvUGFYajd5Qy1KMlcteWZ0S3VfNUdFN2FfQUpNYmhnb1RCeDR3S09ETWltWVdpY21qZlVIQjBjdEN1MW5SYWdSQ0UtTnRncl90WVE3UmVqZnB1UGhYT2ZHV3pWZy1SYl9XUWVYck5LV3gzVDRBYUllZWNKMXZTOWJ5Mmc?oc=5,Deccan Herald,2023-11-26,Mysuru,12.2958,76.6394,YES,conservation_action,ecotourism,,,,,MM Hills Wildlife Sanctuary,12.0,77.5,protected_area,NO,too_broad,0,0,0,low,,"MM Hills WLS added to Mysuru tourism circuit. v1 pinned to Mysuru city, should be MM Hills WLS."
GS158,"PM Modi Shares More Pictures Of ""Amazing"" Visit To Bandipur Tiger Reserve",https://news.google.com/rss/articles/CBMisAFBVV95cUxPTEJOellmamtfSzdSaG9pMi1xRXN5RDZzcFdReVN1VG1WRVVVTmhVWXZSTDROS0hUb2tUNHl5SGlUYk5xbW5acm01Z2RKSUJHbk15SUNoUjUwOWdsckx2ZjdVMVY5am1HeDdVM0EyaDd1SDZCNHFlSjlEdVV6UUM1OHMzM0lTMnVfWVYzMVlxdTYtdkRhbnA3bVNQeFA3WlN0dkxqeWlncHItal9EZy1aS9IBuAFBVV95cUxOamdtcUpjbUZ6ZndQMGYya0tSRnNaQ0lJdVNWRUpITm5LNFFJcWRZS1Z0UlV4TnFfMV9SM3R2VDdtcjVtT1lBSW5kRVJtM2g4NURSekh3NThxRzRMU2t0N3FMdUNmS1NFdy13MmRBQi13WkFscFZCNHJuNEx1ZUx5aUZQLVdwNDdSRmI1WEJfZlRvRFZDVTNZZzJhWUs4a1VuTndJeWhwRGpBaFVaWXBEYkRiWkxqVWU4?oc=5,NDTV,2023-04-10,Bandipur Tiger Reserve,11.6667,76.6333,YES,conservation_action,political_visit,Tiger,Panthera tigris,EN,,Bandipur Tiger Reserve,11.6667,76.6333,protected_area,YES,,0,0,0,low,,PM Modi visit to Bandipur TR. High-profile conservation messaging. v1 location correct.
GS159,Indo-French project brings forth changes in Assam’s Kaziranga National Park,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQUGREeG1VaWR5dXViQUlMNjU2dlFKV3FxUURSdVlhZWV1aVc0MGtveXpJbUZoYWQzZVlZQlJTTmg3NEZhTzFFMk1yemppSTQ5VGdEWk15M1BRaDhMREN0Y1k3UUp2ajd5cGMweUo5R0hnUjZPQ2JiM1RTMkdqUENpbkJXbktXUS00bnJkeFdkdWEwQVBPN2N1cWNoRk5BeXRtUEtrZ2FROVRlb3Y2aURmYVVKX3R6R1BwUWJXRWRBcWg?oc=5,Deccan Herald,2022-12-05,Kaziranga National Park,26.5775,93.1711,YES,conservation_action,international_collaboration,,,,,Kaziranga National Park,26.5775,93.1711,protected_area,YES,,0,0,0,low,,Indo-French conservation project at Kaziranga NP. v1 location correct.
GS160,Video: 300 Blackbucks Roam Karnataka Villages Amid Poaching Fears,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNei0xQ21HVDRidDc1cmdaaUhFNml4bXRfMWZ4T29lNFU2STM3cTlJQUxhODFCRlJhYTFoVmR2QUVqVWU3M1kwdU84SE53anN4bWxSa3pJZTIxQ1lELUo3ZTI3eW91ZS12R2VVTGJtcm5jOU5odHRiSWNELURMamNfSUhsU0ZJU1dvVXk4cTl3R19WXzdoMmNpbDFKYVMxSmdIYTdyV1B2REPSAbABQVVfeXFMTzEtV2o5c1dMRGlYZ0t1QnktUVZ5blNna2ExX0dkejhJc0dsY3NFTTFDenFzSlZwTUJtMlpXbUJvb0xhaTVvNURqaHpNY2pZSk5hT1BJYllHaURNRlpBT3gzcnFHV3V4N01yejViRko3QnM3d3hDa3VDTTg0VV91VGlQUl9RWGdlVXB2ZlZuWDQxdTlQczVwUWRPcHBnYjR1QkloSHlnUjRJTHk5QnRRX1c?oc=5,NDTV,2022-08-09,Karnataka,15.3173,75.7139,YES,sighting,mass_sighting,Blackbuck,Antilope cervicapra,NT,300,Karnataka,15.3173,75.7139,state,NO,too_broad,0,0,0,medium,DUPLICATE-GS114,"POTENTIAL DUPLICATE of GS114 - same headline, different Google News URL. VALIDATE: Which Karnataka villages?"
GS161,"Katarniaghat Wildlife Sanctuary: After 55-Day-Long Search Operation, Tigress Rescued In Bahraich",https://news.google.com/rss/articles/CBMizwFBVV95cUxPOUw0eU84SGNNYmEwMk02Sm1xWkl4cjlVam9vRFJfVmpWWnN5S0Y3bldvM0tpQWFxRmlqWXhsSzBLeEpZLTR3cjJTNi0zb2ZRTVg5VVRya3BCWHN2c0YyN1dLNnQ0d2lZclVIVnRBalB3cTdIUzhTeHZzc0NRaDBMYlYtWWhqMTNBRDc4ZlJScmtlRGQ2UHdXckNtVWN4RndfWkpWck4ySGItTzI4cTRERk4tRlhNVmpDaWk1X3ItZUNqM1Z6TXVWclg1a3U0MTg?oc=5,NDTV,2022-06-03,Katarniaghat Wildlife Sanctuary,28.1,81.3,YES,conservation_action,rescue_operation,Tiger,Panthera tigris,EN,1,Katarniaghat Wildlife Sanctuary,28.1,81.3,protected_area,YES,,0,0,0,medium,,55-day search for tigress finally rescued at Katarniaghat WLS. v1 location correct.
GS162,"One Rhino Poached In Assam In 2021, Lowest In 21 Years",https://news.google.com/rss/articles/CBMimAFBVV95cUxOSXVPRmM1dXhwRWMybmNUbnh5Uk9pblMwVzYxYU5pdi1selhzTFBuZEJXdF9uWEYxQm5uNk50RVFOR2dIV0gyVUN5d2d5WmFQQ0x1emc4SzZGSWlvMzlGNjZzZUt0VTFoTFZQZC1BSEY5Y1dRNGdJcmNsUHp6SVU5LWNYZDlyUWtzMlZIYm1VWGdGQXBGTXBjVQ?oc=5,NDTV,2022-01-15,Assam,26.2006,92.9376,YES,research,annual_poaching_statistics,Indian One-horned Rhinoceros,Rhinoceros unicornis,VU,1,Assam,26.2006,92.9376,state,YES,,0,0,1,high,,Annual rhino poaching stats 2021: just 1 poached - record low in 21 years. Conservation success.
GS163,Assam plans to add 4.52 sq km to Kaziranga to protect highlands for wildlife during floods,https://news.google.com/rss/articles/CBMi0wFBVV95cUxOZGZNRVhaZHRSc2J3d3FyOU1DYURReVh2aDRVNXJDN1FDWEp4T1doU0NBUnQ4d01PMGxUa3pyOFBXLVBmWldpS2JmZHQ2ZGdOaHJTa0k2bGplWG40WlZmSVVTY1RTaEM0dFUyUUFidDZHdHI5TzNzek5wYkJRUGh6MHRRWHJqX1ZSWkh2d2d3ejBjblZtVlA3UGRvaWFFbjhqZnNqVHo2OEZHNE13aW5HVDFGMkdSLUZBcC1nVTB3Z0pReDlBZVNQMTBOT2pvX2RaRHhR?oc=5,Deccan Herald,2021-11-10,Assam,26.2006,92.9376,YES,policy,PA_expansion,,,,,Kaziranga National Park,26.5775,93.1711,protected_area,NO,too_broad,0,0,0,medium,,Kaziranga expansion to protect flood refuge highlands. v1 pinned to Assam state centroid.
GS164,Watch: Baby Elephant Reunited With Mother After Rescue In Tamil Nadu's Mudumalai National Park,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQaVNPbmNDdUQyUGg2VHBZNHBueEE5eE03bjJHU0I1YlRFRFZMeGhvb01WUmNfaUN5dkNxeGREcnB0X1RIeER2SVloSWVsN3hlRmJ5VENDRFU0RF83c2JtMEpSNEpCQnFhQ3A1dkx6alVpUFFVWXZGWUJwNGJHNDAzRHlpdXkwaFd5R1AxS2tKREo3NGtPR0tEVUppUXh3ekdWRzE3OTZ1dmJ3cVZNeHZHUTgwcElpdzEzODRF?oc=5,NDTV,2021-10-07,Mudumalai National Park,11.55,76.6167,YES,conservation_action,rescue_reunion,Asian Elephant,Elephas maximus,EN,1,Mudumalai National Park,11.55,76.6167,protected_area,YES,,0,0,0,medium,,Baby elephant rescued and reunited with mother at Mudumalai NP. v1 location correct.
GS165,Dia Mirza feels helicopter tourism in Kaziranga will disrupt peace - The Assam Tribune,https://news.google.com/rss/articles/CBMirAFBVV95cUxQZEE4QXdWUFUxd0ZWemQtZ1ZnalVtTDI5Z2VPUWxzYk9SUnl0bGplai1CY2plSk5leUZZeUh4TWZoZkllcVRmMEdYaFJjaFNzWGZyckhSV215SW41eTMyTHUwQnNHV3FkUE9xUGlRODJKclBMTEhBV0w3RE9LbXpjYmN1RGF5NVMyNEN4ZWNfc25sZk5nMTBtTEYyTm1fZHljX3RzRkJLemNQUmFh0gGyAUFVX3lxTE1Wc3liZmFEX01FUGpnT05ZRXM0eFFWVlJrU3gyNmVLN2t0ME9kVVJZLUtFSTJ3NXFIZ0xtU0JxVVMyVlhmUG1FUmJZaW9XVWxFdHN6cVh6dERNRmpfZGFBM2pNc0hXMnpONW1lMHpYU1had0hlUk5KRThfemkzcjQyTXotNXk2X1VydFJUX0xzZXlrTF9rYU01UGV3SlVMUWtIcHYwUlVuNFdIb25jaVVkenc?oc=5,Assam Tribune,2021-05-31,Assam,26.2006,92.9376,YES,policy,advocacy,,,,,Kaziranga National Park,26.5775,93.1711,protected_area,NO,too_broad,0,0,0,medium,,Dia Mirza opposing helicopter tourism in Kaziranga. v1 pinned to Assam state centroid.
GS166,Assam Flood: Surging Brahmaputra Takes Heavy Toll on State’s Wildlife - The Wire Science,https://news.google.com/rss/articles/CBMiowFBVV95cUxNM1YzQU5NZ2xDUGZteGRHaGNwYXdRT0FhNEQzdjQxRkRzejZJczF4SUdad05FYjFac2xvWGJLeW1sRmg5MUgtdlByUGZfeHFROHEtWU1sZVhTeHlFd2w1TjZLUmtSdUZNaXhZblpWYlUya0RxZEl4VG42LUdDcGtyd2FOZmh6R3lkbk5LNEtxVU1jM1VxNDR5VW55MWpva2ZuQVpz?oc=5,The Wire,2020-07-21,Brahmaputra,26.8,93.7,YES,habitat_threat,flood,,,,,"Brahmaputra, Assam",26.8,93.7,region,YES,,0,0,0,critical,BRAHMAPUTRA-FLOOD-2020,Annual Brahmaputra floods taking heavy toll on Assam wildlife. Part of BRAHMAPUTRA-FLOOD-2020 cluster.
GS167,Why Kaziranga National Park Cannot Survive Without Annual Floods Even As Animals Die,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNWHgxZV9JZHFUcTBtSjF6eEtLLWd3c1VBSmFGVWtnRWVTLWx6RGFLZVdmcUs0ZGhtVEctSjZfbzdmWjdmcDZuUFJDMVVka1owLVpERXRxbHVVQ0VYajhzaVkwY0xvX1pCVmZmaTduUk1BQmhiWmdJT3VIVzhmbm01YTM4c0FMamxXek10SEl2VjFoYmdyQ2hOQmVrMmF5SGl3cF9acERvTVVteFVpYnlQSHBvYlByRDc5SUF1cTJpVXdIZw?oc=5,NDTV,2020-07-21,Kaziranga National Park,26.5775,93.1711,YES,research,flood_ecology,,,,,Kaziranga National Park,26.5775,93.1711,protected_area,YES,,0,0,0,high,BRAHMAPUTRA-FLOOD-2020,Paradox of floods at Kaziranga: ecologically necessary but kills animals. Part of BRAHMAPUTRA-FLOOD-2020 cluster.
GS168,Want to Look for Tortoises in the Forests of Anamalai? First Find Ganesan. - The Wire Science,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNVUxfQklXLWxzT1NGVnRzVEVkNzkyaGFpeDZZNEZBalVBdWRXQWxQNTlXdzl1ZlhRdFVzZ21TTjdvcmZzNGZvYkNlbkhZMHlYcGFpc0p4dmlIaFI4Z0trc3drZ0ZEYmVJZkZoWENEdktqQVdQZnJDZTlFQzhydTAwVHJJdlJmSDE5VzAxSEdnX2pZekNZcXJUTGZJYi1tb3BXZFZMOW9ORERxZw?oc=5,The Wire,2020-05-11,Anamalai,10.3667,77.0,YES,conservation_action,community_conservation,Tortoise,,,,Anamalai Tiger Reserve,10.3667,77.0,protected_area,YES,,0,0,0,low,,Community conservationist tracking tortoises in Anamalai forests. v1 location correct.
GS169,"Periyar Tiger Reserve, a Trendsetter in Converting Poachers to Protectors - The Wire Science",https://news.google.com/rss/articles/CBMiekFVX3lxTFA2cUo2SXNweUI3MGx3VDFKYTZRZlFjMEFzT1l4NHNHejlTRHFnQWN2V3kwTzJFeU5rcnFrdkN3cTJFRHZscVYyWGRTYm9SeGpzUjV5N0NHd2IwSnNLN2V6TzlwdjdpS3BuelRIemtUNUltY3JlaVlyQlJR?oc=5,The Wire,2020-03-06,Periyar Tiger Reserve,9.4667,77.15,YES,conservation_action,anti_poaching_reform,,,,,Periyar Tiger Reserve,9.4667,77.15,protected_area,YES,,0,0,0,low,,Famous VSS model at Periyar - ex-poachers converted to forest protectors. v1 location correct.
GS170,"Video | Man Sits Face-To-Face With Lion At Enclosure In Delhi Zoo, Rescued",https://news.google.com/rss/articles/CBMioAFBVV95cUxOVmdpVzlmWU5pMTdZdERmU3gyY2x5c2x2STRVbklhRlRPYTB2eEdpYkJpWTlKaUpUa1d6VnpLTjB6WGRSbng0UGI0VW00cGJRcm9MTUZZUlVybk5OTzhrdWp3VjktcGZfTjFnNXBDQUc4Q0FWbkNUNFBSMVJ5bEFfNlNzcU5BR194T2NsVkpuWjJ4cm04Sy1rcUk3aFF6TjN1?oc=5,NDTV,2019-10-17,Delhi,28.7041,77.1025,YES,hwc,zoo_enclosure_breach,African Lion,Panthera leo,VU,1,Delhi,28.7041,77.1025,city,YES,,0,1,0,high,,"Man fell into lion enclosure at Delhi Zoo, rescued. Captive animal incident. VALIDATE: Include zoo incidents?"
GS171,Elusive Tiger That Killed 2 Seen On Camera In Karnataka's Bandipur Forest,https://news.google.com/rss/articles/CBMitwFBVV95cUxQVVhrcDNTYXRBX2tGdFM2VVVYSUZ0ZlBJMlk3TmFETWdxWUQzcEc1Sm9qTEp3U3VkY1FPdG05QWp2d285NVlMTVFhM3FYUzQ5ZjBva0NIeVdnQWdyeEhFMExtT1hFVVlfblNacTNoaEFEOWdnUVkzQ1gzWGJfU1VDcEhwdVJTdlVtZlQ2eWhCN1BkZWk5Tm9CYk91OVFBWDRUWERaUFhWZVF5eU5sVlZJZ19lZTdOYms?oc=5,NDTV,2019-10-12,Karnataka,15.3173,75.7139,YES,hwc,tiger_attack,Tiger,Panthera tigris,EN,1,Bandipur Tiger Reserve,11.6667,76.6333,protected_area,NO,too_broad,2,0,0,critical,,Tiger that killed 2 people seen on camera trap at Bandipur. v1 pinned to Karnataka state centroid. 2 human fatalities.
GS172,Who Killed the Wandering Rhino in Assam? - The Wire Science,https://news.google.com/rss/articles/CBMikAFBVV95cUxPakh6SG5hSE5BUGJkY2xiaHJzelJYMS1WZW9ZVy1ObWRvMjloYnlra3kzVHJDNWk5TTlyUjRsMjlvVWk4dTEteC03ZVlpVmFuZnM2QlVOWWM5N0FHTzBBMjA0MWNXYmgyV0VKUEZmM0lIZVJJZmI3c2dSdUh1SC1zSWNXRi04emd4MU9CRzdnN0Q?oc=5,The Wire,2019-09-10,Assam,26.2006,92.9376,YES,mortality,suspected_poaching,Indian One-horned Rhinoceros,Rhinoceros unicornis,VU,1,Assam,26.2006,92.9376,state,YES,,0,0,1,critical,,Wandering rhino found dead in Assam. Investigation into cause. v1 state level appropriate.
GS173,"In Northeast, Few Tigers to be Seen Outside Protected Areas - The Wire Science",https://news.google.com/rss/articles/CBMinwFBVV95cUxNTzR3aUk5UEVwdFlXMHUzV2RjcWFhV1ZsR1E3aEp1bWdhdmNTTUxvVzQzek9Ib09oenkwYjRVd0JFZ0Nfb2JxMWtOX3VQQ3ZLM0JiTVZWMF9sbkgwRlNNSkZ4TWM3d2hHR09KeDZpTTllQUpMbFo5U2VKVXlMdjhkU2NldnFZOUpRU29mZnF0aDBXRGw1bjhPMURkWnc1QkE?oc=5,The Wire,2019-08-23,Northeast,25.2744,92.9376,YES,research,distribution_survey,Tiger,Panthera tigris,EN,,Northeast India,25.2744,92.9376,region,YES,,0,0,0,high,,Tiger distribution largely confined to PAs in Northeast India. Conservation concern. Region level correct.
GS174,From Kerala to Cannes: A ‘roar trip’ traversing 25 countries to save the tiger,https://news.google.com/rss/articles/CBMizgFBVV95cUxQTURvUXd2NHI4ZGoyZFZ2R0QxUGxWUXd4Z0V1MURxSmxpeEVwb1pLX1YtWlkxWnpHdGtPRGpQTmd6M0IySl91MHFmWFpCZjBRemotZ0liQ0Z0TUZFdlVqX2E3b1FfYk5Gd3RmazBFNU5YSE5pYndpOXdiYlhUNFVxY0tmY08ydlR0b1BrdlBoZUJJUnVCUHNydXdTZmJpcnNOSzhqZk1oaERQNlBSbXdnQ29jTkRKU1BlY08xQXROWXZuZVg1bVZpejFVZjBTd9IB0wFBVV95cUxQN2pBSDhKcU44WWxlbnhGYndheFpTYnNWc0xEaVFNR3A5emRBdFBaTXkwNFRZZkNqN0pXUFg2NXF2ckhPWk5RUXZvd0dON01MUzdnNnhDeWxoSV9xcVBPaFFyOU5fVWxIT3lIWWRXU2JOVlhiN0ltV2NNajVqZVhfWkV4Q2pWdlQ2QmhJZEdHcVoyb0lNTjdHQnBudzhISjBZSVlINlExc0QxRlZzeExiQzFBRkg2RERjSFJnX3Q5N19faDNJTENGcm1PSU81b2huVjdr?oc=5,Telegraph India,2019-08-06,Kerala,10.8505,76.2711,YES,conservation_action,awareness_campaign,Tiger,Panthera tigris,EN,,Kerala,10.8505,76.2711,state,YES,,0,0,0,low,,"International tiger conservation campaign starting in Kerala, traversing 25 countries. Origin location correct."
